year,lfs,exp,salary,weight,age,ftpt,edu,sex,industry,occup,self_emp,elementary_edu,highschool_edu,postsec_edu,undergrad_edu,graduate_edu,union,student_status,grad_highschool_refyear,grad_college_refyear,grad_univ_refyear,public_sector,multiple_jobs,firm_size,loc_size,tenure,edu_level
2010,employed all year,17.0,122625.42517006803,786.1907,37.0,full-time,non-university postsecondary certificate,0,utilities,natural and applied sciences,0,1,1,1,0,0,1,0,0,0,0,1,0,1000.0,20.0,24.0,4
2010,employed all year,29.0,69598.21428571429,674.0531,49.0,full-time,non-university postsecondary certificate,1,manufacturing,machine operators and assemblers in manufacturing,0,1,1,1,0,0,0,0,0,0,0,0,0,100.0,100.0,155.0,4
2010,employed all year,12.0,92797.61904761905,644.0717,35.0,full-time,non-university postsecondary certificate,0,construction,natural and applied sciences,0,1,1,1,0,0,0,0,0,0,0,0,0,1.0,1.0,56.0,4
2010,employed all year,37.0,33142.00680272109,619.8365,53.0,full-time,11-13 years of elementary and secondary school (not graduated),0,transportation and warehousing,transport and equipment operators,0,1,0,0,0,0,0,0,0,0,0,0,1,20.0,20.0,26.0,2
2010,employed all year,27.0,92797.61904761905,455.1746,45.0,full-time,non-university postsecondary certificate,1,utilities,other trades,0,1,1,1,0,0,1,0,0,0,0,1,0,100.0,20.0,300.0,4
2010,employed all year,1.0,59655.61224489796,961.7044,23.0,full-time,some non-university postsecondary (no certificate),1,health care and social assistance,professional in health,0,1,1,0,0,0,1,0,0,0,0,1,1,1000.0,1000.0,16.0,3
2010,employed all year,3.0,20548.044217687075,812.4354,21.0,full-time,some non-university postsecondary (no certificate),1,accommodation and food services,,0,1,1,0,0,0,0,0,0,0,0,0,0,1000.0,1.0,7.0,3
2010,employed all year,5.0,39770.40816326531,759.0945,30.0,full-time,bachelor's degree,1,manufacturing,clerical and supervisor occupations,0,1,1,0,1,0,0,0,0,0,0,0,0,20.0,20.0,55.0,5
2010,employed all year,26.0,145824.8299319728,165.7933,45.0,full-time,graduated high school,0,"forestry, fishing, mining, oil and gas",occupations unique to primary industry,0,1,1,0,0,0,1,0,0,0,0,0,0,1000.0,1000.0,129.0,3
2010,employed all year,5.0,125939.62585034015,359.8498,34.0,full-time,university certificate above bachelor,0,educational services,teachers and professors,0,1,1,0,1,1,1,0,0,0,0,1,0,1000.0,1000.0,54.0,6
2010,employed all year,4.0,42421.768707482996,90.9158,44.0,full-time,non-university postsecondary certificate,1,health care and social assistance,"technical, assisting and related in health",0,1,1,1,0,0,1,0,0,0,0,0,0,20.0,20.0,60.0,4
2010,employed all year,3.0,42421.768707482996,107.6208,25.0,full-time,some non-university postsecondary (no certificate),1,"finance, insurance, real estate and leasing",clerical and supervisor occupations,0,1,1,0,0,0,1,0,0,0,0,0,0,1000.0,1000.0,7.0,3
2010,employed all year,7.0,26513.60544217687,1014.4882,29.0,full-time,11-13 years of elementary and secondary school (not graduated),0,trade,clerical and supervisor occupations,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,74.0,2
2010,employed all year,5.0,43747.44897959184,1068.3993,26.0,full-time,bachelor's degree,1,health care and social assistance,"occupations in social science, government service and religion",0,1,1,0,1,0,0,0,0,0,0,0,1,1000.0,20.0,18.0,5
2010,employed all year,6.0,89483.41836734694,1323.4227,32.0,full-time,bachelor's degree,1,health care and social assistance,"occupations in social science, government service and religion",0,1,1,0,1,0,1,0,0,0,0,1,1,100.0,100.0,24.0,5
2010,employed all year,27.0,76226.6156462585,472.7348,49.0,full-time,university certificate above bachelor,1,health care and social assistance,"occupations in social science, government service and religion",0,1,1,0,1,1,1,0,0,0,0,0,0,1.0,1.0,189.0,6
2010,employed all year,9.0,30490.646258503402,328.8514,34.0,full-time,non-university postsecondary certificate,1,accommodation and food services,"chefs and cooks, food and beverage service",0,1,1,1,0,0,0,0,0,0,0,0,1,1000.0,20.0,11.0,4
2010,employed all year,19.0,185595.2380952381,1207.9909,41.0,full-time,non-university postsecondary certificate,0,manufacturing,middle management,0,1,1,1,0,0,0,0,0,0,0,0,0,1000.0,500.0,228.0,4
2010,employed all year,5.0,92797.61904761905,363.4968,26.0,full-time,bachelor's degree,0,manufacturing,natural and applied sciences,0,1,1,0,1,0,0,0,0,0,0,0,0,1000.0,1000.0,24.0,5
2010,employed all year,6.0,72912.4149659864,330.7874,27.0,full-time,university certificate above bachelor,0,public administration,"occupations in social science, government service and religion",1,1,1,0,1,1,0,0,0,0,0,1,1,20.0,20.0,24.0,6
2010,employed all year,38.0,47724.48979591837,915.9336,60.0,part-time,university certificate above bachelor,0,other services,"occupations in social science, government service and religion",1,1,1,0,1,1,0,0,0,0,0,0,1,100.0,1.0,74.0,6
2010,employed all year,13.0,92797.61904761905,95.3593,35.0,full-time,non-university postsecondary certificate,0,public administration,occupation in protective services,0,1,1,1,0,0,1,0,0,0,0,1,0,1000.0,100.0,93.0,4
2010,employed all year,13.0,38444.727891156464,1009.7907,37.0,full-time,non-university postsecondary certificate,1,manufacturing,"labourer in processing, manufacturing and utilities",0,1,1,1,0,0,1,0,0,0,0,0,0,500.0,20.0,60.0,4
2010,employed all year,21.0,5037.585034013606,717.4667,48.0,full-time,university certificate above bachelor,1,"information, culture and recreation","retail salespersons, sales clerks, cashiers",0,1,1,0,1,1,0,0,0,0,0,0,1,500.0,500.0,36.0,6
2010,employed all year,9.0,265136.0544217687,1811.1458,35.0,full-time,university certificate above bachelor,0,trade,,0,1,1,0,1,1,0,0,0,0,0,0,0,500.0,20.0,20.0,6
2010,"employed part-year, unemployed part-year",2.0,25850.765306122452,2051.5885,29.0,part-time,university certificate above bachelor,0,educational services,teachers and professors,0,1,1,0,1,1,1,0,0,0,0,1,1,500.0,100.0,16.0,6
2010,employed all year,0.0,15908.163265306122,1089.2485,49.0,part-time,bachelor's degree,1,health care and social assistance,"technical, assisting and related in health",0,1,1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,180.0,5
2010,employed all year,24.0,79540.81632653062,985.02,43.0,full-time,never attended school,1,"information, culture and recreation",,0,0,0,0,0,0,0,0,0,0,0,1,0,1000.0,100.0,144.0,1
2010,employed all year,11.0,50375.85034013606,1630.8489,29.0,full-time,non-university postsecondary certificate,1,health care and social assistance,"financial, secretarial and administrative",0,1,1,1,0,0,0,0,0,0,0,0,0,1.0,1.0,125.0,4
2010,employed all year,26.0,99426.02040816327,585.9142,47.0,full-time,non-university postsecondary certificate,0,other services,natural and applied sciences,0,1,1,1,0,0,1,0,0,0,0,0,0,1000.0,500.0,228.0,4
2010,employed all year,24.0,53027.21088435374,460.1891,46.0,full-time,non-university postsecondary certificate,1,"finance, insurance, real estate and leasing",clerical and supervisor occupations,0,1,1,1,0,0,0,0,0,0,0,0,0,1000.0,20.0,286.0,4
2010,employed all year,16.0,89483.41836734694,1987.5101,38.0,full-time,non-university postsecondary certificate,1,other services,"financial, secretarial and administrative",0,1,1,1,0,0,0,1,0,0,0,0,0,1.0,1.0,97.0,4
2010,employed all year,34.0,218737.2448979592,534.4651,52.0,full-time,bachelor's degree,1,"business, building and other support services",,0,1,1,0,1,0,0,0,0,0,0,0,0,100.0,1.0,256.0,5
2010,employed all year,12.0,119311.22448979592,2897.5688,41.0,full-time,bachelor's degree,0,"professional, scientific and technical services",natural and applied sciences,0,1,1,0,1,0,0,0,0,0,0,0,0,1000.0,500.0,128.0,5
2010,employed all year,16.0,86169.21768707484,391.7554,41.0,full-time,non-university postsecondary certificate,0,trade,clerical and supervisor occupations,0,1,1,1,0,0,0,0,0,0,0,0,0,100.0,100.0,192.0,4
2010,employed all year,4.0,66284.01360544217,475.7409,30.0,full-time,non-university postsecondary certificate,1,manufacturing,natural and applied sciences,0,1,1,1,0,0,0,1,0,0,0,0,0,1000.0,20.0,54.0,4
2010,employed all year,3.0,30490.646258503402,345.0085,24.0,full-time,non-university postsecondary certificate,0,trade,"retail salespersons, sales clerks, cashiers",0,1,1,1,0,0,0,0,0,0,0,0,0,1000.0,100.0,12.0,4
2010,employed all year,9.0,92797.61904761905,2475.3354,36.0,full-time,non-university postsecondary certificate,0,"information, culture and recreation",natural and applied sciences,1,1,1,1,0,0,0,0,0,0,0,0,0,1000.0,100.0,21.0,4
2010,employed all year,34.0,51701.530612244904,2470.9122,56.0,full-time,some university (no certificate),1,educational services,middle management,0,1,1,0,0,0,0,0,0,0,0,1,0,20.0,20.0,146.0,3
2010,employed all year,27.0,59655.61224489796,955.8369,55.0,full-time,some non-university postsecondary (no certificate),1,manufacturing,"labourer in processing, manufacturing and utilities",0,1,1,0,0,0,0,0,0,0,0,0,0,1000.0,100.0,272.0,3
2010,employed all year,2.0,19885.204081632655,962.6184,23.0,full-time,non-university postsecondary certificate,0,"information, culture and recreation","labourer in processing, manufacturing and utilities",0,1,1,1,0,0,0,1,0,1,0,0,0,1000.0,20.0,30.0,4
2010,employed all year,19.0,72912.4149659864,3066.3465,45.0,full-time,bachelor's degree,0,educational services,teachers and professors,0,1,1,0,1,0,1,1,0,0,0,1,0,20.0,20.0,15.0,5
2010,employed all year,41.0,43747.44897959184,267.4509,62.0,full-time,graduated high school,1,educational services,"financial, secretarial and administrative",0,1,1,0,0,0,1,0,0,0,0,1,0,1000.0,1000.0,292.0,3
2010,employed all year,37.0,46398.80952380953,594.658,55.0,full-time,non-university postsecondary certificate,1,health care and social assistance,childcare and home support workers,0,1,1,1,0,0,0,0,0,0,0,0,0,20.0,20.0,122.0,4
2010,employed all year,22.0,41096.08843537415,662.8972,49.0,full-time,non-university postsecondary certificate,0,"finance, insurance, real estate and leasing",clerical and supervisor occupations,0,1,1,1,0,0,0,0,0,0,0,0,0,1000.0,20.0,144.0,4
2010,employed all year,11.0,50375.85034013606,1577.8118,30.0,full-time,some non-university postsecondary (no certificate),0,trade,other trades,0,1,1,0,0,0,0,0,0,0,0,0,0,100.0,1.0,144.0,3
2010,employed all year,12.0,69598.21428571429,557.2464,36.0,full-time,non-university postsecondary certificate,1,trade,clerical and supervisor occupations,0,1,1,1,0,0,0,0,0,0,0,0,0,20.0,20.0,8.0,4
2010,employed all year,19.0,72912.4149659864,422.4868,44.0,full-time,graduated high school,1,"finance, insurance, real estate and leasing",middle management,0,1,1,0,0,0,0,0,0,0,0,0,0,20.0,20.0,185.0,3
2010,employed all year,4.0,106054.42176870749,718.4138,43.0,full-time,university certificate above bachelor,0,"finance, insurance, real estate and leasing",professional in business and finance,0,1,1,0,1,1,0,1,0,1,0,0,0,500.0,500.0,14.0,6
2010,employed all year,30.0,66284.01360544217,457.2469,49.0,full-time,graduated high school,1,public administration,"financial, secretarial and administrative",0,1,1,0,0,0,1,0,0,0,0,1,0,100.0,20.0,95.0,3
2010,employed all year,5.0,72912.4149659864,1174.2066,28.0,full-time,non-university postsecondary certificate,0,educational services,"occupations in social science, government service and religion",1,1,1,1,0,0,0,0,0,0,0,1,1,1.0,1.0,56.0,4
2010,employed all year,44.0,132568.02721088435,714.4906,62.0,full-time,university certificate above bachelor,0,manufacturing,professional in business and finance,0,1,1,0,1,1,0,0,0,0,0,0,0,1.0,1.0,248.0,6
2010,employed all year,38.0,62969.812925170074,390.143,60.0,full-time,non-university postsecondary certificate,1,transportation and warehousing,transport and equipment operators,0,1,1,1,0,0,1,0,0,0,0,1,0,500.0,20.0,332.0,4
2010,employed all year,15.0,17233.843537414967,971.9431,42.0,full-time,non-university postsecondary certificate,1,educational services,childcare and home support workers,0,1,1,1,0,0,1,0,0,0,0,1,0,1000.0,20.0,12.0,4
2010,employed all year,21.0,42421.768707482996,289.6715,40.0,full-time,non-university postsecondary certificate,0,"professional, scientific and technical services","wholesale, technical, insurance, real estate sales specialists",1,1,1,1,0,0,0,0,0,0,0,0,0,1.0,1.0,7.0,4
2010,employed all year,29.0,58329.93197278912,712.4215,46.0,full-time,graduated high school,0,construction,"trades helpers, construction, and transportation labourers",0,1,1,0,0,0,0,0,0,0,0,0,0,20.0,20.0,91.0,3
2010,employed all year,12.0,69598.21428571429,636.8851,38.0,full-time,non-university postsecondary certificate,0,educational services,natural and applied sciences,0,1,1,1,0,0,1,0,0,0,0,1,0,1000.0,500.0,148.0,4
2010,employed all year,13.0,102740.22108843538,516.7141,38.0,full-time,bachelor's degree,1,public administration,"occupations in social science, government service and religion",0,1,1,0,1,0,1,0,0,0,0,1,0,100.0,1.0,117.0,5
2010,employed all year,19.0,69598.21428571429,191.9724,38.0,full-time,some non-university postsecondary (no certificate),0,"forestry, fishing, mining, oil and gas",occupations unique to primary industry,0,1,1,0,0,0,1,0,0,0,0,1,0,1000.0,100.0,45.0,3
2010,employed all year,15.0,96111.81972789115,33.399,35.0,full-time,graduated high school,0,public administration,"financial, secretarial and administrative",0,1,1,0,0,0,1,0,0,0,0,1,0,1000.0,1.0,131.0,3
2010,employed all year,16.0,38444.727891156464,246.5643,44.0,full-time,non-university postsecondary certificate,0,"information, culture and recreation","occupations in art, culture, recreation and sport",0,1,1,1,0,0,0,0,0,0,0,0,0,1000.0,100.0,24.0,4
2010,employed all year,7.0,86169.21768707484,655.1993,22.0,full-time,graduated high school,0,manufacturing,other trades,0,1,1,0,0,0,1,0,0,0,0,0,0,20.0,20.0,24.0,3
2010,employed all year,19.0,37119.04761904762,514.3557,37.0,full-time,some non-university postsecondary (no certificate),1,health care and social assistance,"chefs and cooks, food and beverage service",0,1,1,0,0,0,0,0,0,0,0,0,0,100.0,20.0,264.0,3
2010,employed all year,9.0,58329.93197278912,1018.0597,37.0,full-time,11-13 years of elementary and secondary school (not graduated),0,"finance, insurance, real estate and leasing",clerical and supervisor occupations,0,1,0,0,0,0,0,0,0,0,0,0,0,1000.0,100.0,94.0,2
2010,employed all year,30.0,165710.03401360544,818.7187,51.0,full-time,bachelor's degree,1,health care and social assistance,middle management,0,1,1,0,1,0,0,0,0,0,0,1,0,1000.0,1000.0,33.0,5
2010,employed all year,37.0,34467.68707482993,70.6789,66.0,full-time,non-university postsecondary certificate,1,health care and social assistance,childcare and home support workers,0,1,1,1,0,0,0,0,0,0,0,0,0,1.0,1.0,19.0,4
2010,employed all year,36.0,89483.41836734694,55.1818,62.0,full-time,non-university postsecondary certificate,1,public administration,"financial, secretarial and administrative",0,1,1,1,0,0,1,0,0,0,0,1,0,500.0,100.0,372.0,4
2010,employed all year,0.0,30490.646258503402,657.2264,36.0,part-time,graduated high school,1,"finance, insurance, real estate and leasing",clerical and supervisor occupations,0,1,1,0,0,0,0,0,0,0,0,0,0,1000.0,20.0,100.0,3
2010,employed all year,5.0,31816.326530612245,418.0556,25.0,full-time,bachelor's degree,1,transportation and warehousing,clerical and supervisor occupations,0,1,1,0,1,0,0,1,0,1,0,0,1,1.0,1.0,24.0,5
2010,employed all year,0.0,51701.530612244904,525.4317,41.0,part-time,non-university postsecondary certificate,1,health care and social assistance,"technical, assisting and related in health",0,1,1,1,0,0,1,0,0,0,0,1,0,100.0,100.0,134.0,4
2010,employed all year,31.0,51701.530612244904,327.2866,52.0,full-time,some university (no certificate),0,"information, culture and recreation",,0,1,1,0,0,0,1,0,0,0,0,0,0,100.0,100.0,364.0,3
2010,employed all year,21.0,23862.244897959186,189.9818,50.0,part-time,9-10 years of elementary and secondary school,1,manufacturing,,0,1,0,0,0,0,1,0,0,0,0,0,0,100.0,100.0,24.0,2
2010,employed all year,38.0,178966.83673469388,126.9461,59.0,full-time,non-university postsecondary certificate,0,"finance, insurance, real estate and leasing",,0,1,1,1,0,0,0,0,0,0,0,0,0,20.0,1.0,73.0,4
2010,employed all year,15.0,96111.81972789115,152.476,40.0,full-time,bachelor's degree,1,"finance, insurance, real estate and leasing",professional in business and finance,0,1,1,0,1,0,0,0,0,0,0,0,0,500.0,1.0,91.0,5
2010,employed all year,14.0,55678.571428571435,313.1468,43.0,full-time,non-university postsecondary certificate,0,"professional, scientific and technical services",middle management,1,1,1,1,0,0,0,0,0,0,0,0,1,1000.0,100.0,28.0,4
2010,employed all year,15.0,139196.42857142858,272.1183,35.0,full-time,non-university postsecondary certificate,0,"professional, scientific and technical services",middle management,0,1,1,1,0,0,0,1,0,0,0,0,0,1000.0,20.0,12.0,4
2010,employed all year,19.0,69598.21428571429,97.6445,35.0,full-time,non-university postsecondary certificate,0,trade,other trades,0,1,1,1,0,0,0,0,0,0,0,0,0,1.0,1.0,132.0,4
2010,employed all year,41.0,92797.61904761905,262.1978,62.0,full-time,university certificate above bachelor,0,"professional, scientific and technical services",professional in business and finance,0,1,1,0,1,1,0,0,0,0,0,0,0,20.0,20.0,446.0,6
2010,employed all year,12.0,145824.8299319728,265.0948,54.0,full-time,university certificate above bachelor,0,educational services,teachers and professors,0,1,1,0,1,1,1,0,0,0,0,1,0,100.0,100.0,36.0,6
2010,employed all year,15.0,35793.36734693878,121.5325,33.0,full-time,non-university postsecondary certificate,1,public administration,clerical and supervisor occupations,0,1,1,1,0,0,0,0,0,0,0,1,0,20.0,20.0,193.0,4
2010,employed all year,6.0,46398.80952380953,1138.2687,28.0,full-time,non-university postsecondary certificate,0,trade,,0,1,1,1,0,0,1,0,0,0,0,0,0,1000.0,20.0,132.0,4
2010,employed all year,26.0,82855.01700680272,331.1678,48.0,full-time,university certificate above bachelor,0,public administration,"occupations in social science, government service and religion",0,1,1,0,1,1,1,0,0,0,0,1,0,1000.0,100.0,247.0,6
2010,employed all year,1.0,23199.404761904763,1163.8129,20.0,full-time,some non-university postsecondary (no certificate),1,trade,,0,1,1,0,0,0,0,1,0,0,0,0,0,1.0,1.0,14.0,3
2010,employed all year,16.0,125939.62585034015,698.3202,58.0,part-time,university certificate above bachelor,1,educational services,teachers and professors,1,1,1,0,1,1,1,0,0,0,0,1,1,500.0,1.0,24.0,6
2010,employed all year,30.0,79540.81632653062,688.6711,51.0,full-time,non-university postsecondary certificate,1,public administration,professional in business and finance,0,1,1,1,0,0,1,0,0,0,0,1,0,1000.0,20.0,10.0,4
2010,employed all year,0.0,39770.40816326531,463.5162,59.0,part-time,non-university postsecondary certificate,1,public administration,clerical and supervisor occupations,0,1,1,1,0,0,0,0,0,0,0,1,0,1000.0,1.0,240.0,4
2010,employed all year,27.0,45073.12925170068,199.3805,44.0,full-time,non-university postsecondary certificate,1,other services,"financial, secretarial and administrative",0,1,1,1,0,0,0,0,0,0,0,0,0,20.0,20.0,47.0,4
2010,employed all year,12.0,18559.52380952381,332.9677,49.0,part-time,some non-university postsecondary (no certificate),1,trade,"retail salespersons, sales clerks, cashiers",0,1,1,0,0,0,0,0,0,0,0,0,0,1000.0,1.0,48.0,3
2010,employed all year,3.0,115997.02380952382,3284.9568,25.0,full-time,bachelor's degree,1,"information, culture and recreation",middle management,0,1,1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,36.0,5
2010,employed all year,2.0,82855.01700680272,1096.3557,23.0,full-time,bachelor's degree,0,trade,middle management,0,1,1,0,1,0,0,0,0,0,0,0,0,1000.0,100.0,16.0,5
2010,employed all year,9.0,69598.21428571429,980.9482,39.0,full-time,bachelor's degree,1,public administration,"occupations in social science, government service and religion",0,1,1,0,1,0,0,0,0,0,0,1,0,1000.0,1000.0,10.0,5
2010,employed all year,28.0,96111.81972789115,926.2174,54.0,full-time,graduated high school,1,health care and social assistance,"technical, assisting and related in health",0,1,1,0,0,0,1,0,0,0,0,1,1,100.0,100.0,58.0,3
2010,employed all year,38.0,39770.40816326531,1744.6639,54.0,full-time,9-10 years of elementary and secondary school,0,transportation and warehousing,transport and equipment operators,1,1,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,156.0,2
2010,employed all year,9.0,60981.292517006805,1744.6639,27.0,full-time,11-13 years of elementary and secondary school (not graduated),0,transportation and warehousing,transport and equipment operators,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,70.0,2
2010,employed all year,18.0,165710.03401360544,1101.6934,40.0,full-time,non-university postsecondary certificate,0,public administration,,0,1,1,1,0,0,1,0,0,0,0,1,0,1000.0,1000.0,240.0,4
2010,employed all year,6.0,20548.044217687075,546.5345,56.0,full-time,9-10 years of elementary and secondary school,1,accommodation and food services,,0,1,0,0,0,0,0,0,0,0,0,0,0,1000.0,1.0,62.0,2
2010,employed all year,18.0,46398.80952380953,471.3992,36.0,full-time,graduated high school,0,manufacturing,machine operators and assemblers in manufacturing,0,1,1,0,0,0,0,0,0,0,0,0,1,1.0,1.0,16.0,3
2010,employed all year,6.0,20548.044217687075,1173.0334,33.0,part-time,graduated high school,0,"information, culture and recreation",,0,1,1,0,0,0,0,0,0,0,0,1,0,1000.0,100.0,84.0,3
2010,employed all year,26.0,63632.65306122449,344.517,48.0,full-time,non-university postsecondary certificate,0,transportation and warehousing,teachers and professors,0,1,1,1,0,0,0,0,0,0,0,0,0,500.0,20.0,22.0,4
2010,employed all year,31.0,92797.61904761905,269.7323,46.0,full-time,non-university postsecondary certificate,0,manufacturing,other trades,0,1,1,1,0,0,0,0,0,0,0,0,0,1000.0,100.0,165.0,4
2010,employed all year,2.0,54352.89115646259,280.6126,23.0,full-time,non-university postsecondary certificate,1,trade,"retail salespersons, sales clerks, cashiers",0,1,1,1,0,0,0,0,0,0,0,0,0,1.0,1.0,42.0,4
2010,employed all year,5.0,63632.65306122449,265.6168,24.0,full-time,non-university postsecondary certificate,0,accommodation and food services,middle management,0,1,1,1,0,0,0,0,0,0,0,0,0,1000.0,1.0,24.0,4
2010,employed all year,32.0,72912.4149659864,130.1088,53.0,full-time,some university (no certificate),1,educational services,"financial, secretarial and administrative",0,1,1,0,0,0,0,0,0,0,0,1,0,1000.0,100.0,83.0,3
2010,employed all year,8.0,72912.4149659864,94.5671,54.0,full-time,bachelor's degree,0,manufacturing,machine operators and assemblers in manufacturing,0,1,1,0,1,0,0,0,0,0,0,0,0,1000.0,20.0,69.0,5
2010,employed all year,36.0,139196.42857142858,23.7299,55.0,full-time,bachelor's degree,0,trade,natural and applied sciences,0,1,1,0,1,0,0,0,0,0,0,0,0,1000.0,1.0,432.0,5
2010,employed all year,1.0,43747.44897959184,157.5435,24.0,full-time,11-13 years of elementary and secondary school (not graduated),0,trade,"trades helpers, construction, and transportation labourers",0,1,0,0,0,0,1,0,0,0,0,0,0,1000.0,500.0,24.0,2
2010,employed all year,5.0,42421.768707482996,524.8218,21.0,full-time,some non-university postsecondary (no certificate),0,"business, building and other support services","trades helpers, construction, and transportation labourers",0,1,1,0,0,0,1,0,0,0,0,0,0,100.0,100.0,72.0,3
2010,employed all year,22.0,96111.81972789115,336.6256,47.0,full-time,non-university postsecondary certificate,1,other services,middle management,0,1,1,1,0,0,0,0,0,0,0,0,0,100.0,1.0,133.0,4
2010,employed all year,15.0,86169.21768707484,265.3047,36.0,full-time,non-university postsecondary certificate,1,health care and social assistance,"occupations in social science, government service and religion",0,1,1,1,0,0,1,0,0,0,0,1,0,1000.0,1000.0,122.0,4
2010,employed all year,31.0,27176.445578231294,129.2533,62.0,full-time,non-university postsecondary certificate,1,health care and social assistance,"technical, assisting and related in health",0,1,1,1,0,0,1,0,0,0,0,0,0,1000.0,20.0,209.0,4
2010,employed all year,37.0,82855.01700680272,541.961,53.0,full-time,11-13 years of elementary and secondary school (not graduated),0,manufacturing,machine operators and assemblers in manufacturing,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,216.0,2
2010,employed all year,7.0,99426.02040816327,919.5902,30.0,full-time,bachelor's degree,1,educational services,teachers and professors,0,1,1,0,1,0,1,0,0,0,0,1,0,1000.0,20.0,24.0,5
2010,"employed part-year, unemployed part-year",9.0,30490.646258503402,172.939,24.0,full-time,5-8 years of elementary school,0,transportation and warehousing,transport and equipment operators,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,4.0,2
2010,employed all year,4.0,38444.727891156464,480.8631,21.0,full-time,some non-university postsecondary (no certificate),0,"business, building and other support services",clerical and supervisor occupations,0,1,1,0,0,0,0,0,0,0,0,0,0,1000.0,500.0,23.0,3
2010,employed all year,13.0,129253.82653061225,221.864,38.0,full-time,bachelor's degree,0,"professional, scientific and technical services",natural and applied sciences,0,1,1,0,1,0,0,0,0,0,0,1,0,1000.0,1000.0,103.0,5
2010,employed all year,2.0,30490.646258503402,72.8374,19.0,full-time,some non-university postsecondary (no certificate),0,transportation and warehousing,other trades,0,1,1,0,0,0,0,1,0,0,0,0,0,1000.0,100.0,24.0,3
2010,employed all year,18.0,122625.42517006803,105.8434,40.0,full-time,bachelor's degree,0,"finance, insurance, real estate and leasing",middle management,0,1,1,0,1,0,0,0,0,0,0,0,0,1000.0,1.0,219.0,5
2010,employed all year,11.0,115997.02380952382,148.5037,31.0,full-time,non-university postsecondary certificate,0,public administration,occupation in protective services,0,1,1,1,0,0,1,0,0,0,0,1,0,1000.0,1.0,36.0,4
2010,employed all year,27.0,63632.65306122449,341.1647,47.0,full-time,graduated high school,1,manufacturing,clerical and supervisor occupations,0,1,1,0,0,0,0,0,0,0,0,0,0,1000.0,20.0,168.0,3
2010,employed all year,38.0,245250.85034013606,129.0509,56.0,full-time,university certificate above bachelor,0,"professional, scientific and technical services",middle management,0,1,1,0,1,1,0,0,0,0,0,0,0,1000.0,1000.0,68.0,6
2010,employed all year,40.0,115997.02380952382,415.3374,64.0,full-time,non-university postsecondary certificate,0,public administration,natural and applied sciences,0,1,1,1,0,0,1,0,0,0,0,1,0,1000.0,1000.0,101.0,4
2010,employed all year,33.0,58329.93197278912,526.2864,64.0,full-time,graduated high school,1,"finance, insurance, real estate and leasing",clerical and supervisor occupations,0,1,1,0,0,0,0,0,0,0,0,0,0,1000.0,500.0,155.0,3
2010,employed all year,34.0,159081.63265306124,346.0806,55.0,full-time,bachelor's degree,0,public administration,middle management,0,1,1,0,1,0,0,0,0,0,0,1,0,1000.0,1000.0,96.0,5
2010,employed all year,4.0,72912.4149659864,526.8754,29.0,full-time,bachelor's degree,0,educational services,teachers and professors,0,1,1,0,1,0,1,1,0,0,1,1,0,1000.0,20.0,24.0,5
2010,employed all year,12.0,72912.4149659864,1362.3197,39.0,full-time,bachelor's degree,1,construction,professional in business and finance,0,1,1,0,1,0,0,0,0,0,0,0,0,20.0,1.0,24.0,5
2010,employed all year,16.0,132568.02721088435,985.3905,36.0,full-time,some university (no certificate),0,manufacturing,natural and applied sciences,0,1,1,0,0,0,0,0,0,0,0,0,0,1000.0,100.0,179.0,3
2010,employed all year,29.0,384447.2789115646,555.7671,50.0,full-time,non-university postsecondary certificate,1,other services,,0,1,1,1,0,0,0,0,0,0,0,0,0,100.0,20.0,21.0,4
2010,employed all year,24.0,79540.81632653062,1337.4673,46.0,full-time,graduated high school,1,manufacturing,middle management,0,1,1,0,0,0,0,0,0,0,0,0,0,1000.0,100.0,252.0,3
2010,employed all year,20.0,76226.6156462585,1166.8248,44.0,full-time,non-university postsecondary certificate,1,public administration,clerical and supervisor occupations,0,1,1,1,0,0,1,0,0,0,0,1,0,1000.0,500.0,110.0,4
2010,employed all year,49.0,89483.41836734694,528.139,68.0,full-time,bachelor's degree,0,manufacturing,middle management,0,1,1,0,1,0,0,0,0,0,0,0,0,20.0,20.0,156.0,5
2010,employed all year,5.0,72912.4149659864,1063.0872,29.0,full-time,bachelor's degree,1,"professional, scientific and technical services",natural and applied sciences,0,1,1,0,1,0,0,0,0,0,0,0,0,100.0,100.0,24.0,5
2010,employed all year,33.0,51701.530612244904,1441.7538,54.0,full-time,non-university postsecondary certificate,0,"information, culture and recreation",,0,1,1,1,0,0,1,0,0,0,0,1,1,1.0,1.0,16.0,4
2010,employed all year,28.0,72912.4149659864,1064.6524,49.0,full-time,graduated high school,1,public administration,clerical and supervisor occupations,0,1,1,0,0,0,1,0,0,0,0,1,0,1000.0,100.0,376.0,3
